Age,Annual_Income,Spending_Score,Education_Level_enc,Membership_Type_enc,Gender_Male,City_Chennai,City_Delhi,City_Hyderabad,City_Mumbai,City_Pune,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI
64,1047929,46,1,1,False,False,False,False,True,False,False,True,False,False
51,701233,42,3,3,True,True,False,False,False,False,False,True,False,False
40,824773,39,2,1,True,True,False,False,False,False,True,False,False,False
48,1489546,90,1,1,True,False,False,False,True,False,False,False,False,False
37,1202021,49,1,2,False,True,False,False,False,False,False,False,False,True
29,200901,62,1,2,True,False,False,False,False,False,False,False,False,True
40,287980,38,3,2,False,False,False,True,False,False,False,False,False,True
21,989313,23,1,4,False,False,False,False,True,False,True,False,False,False
40,492007,22,2,4,True,False,False,False,False,True,False,True,False,False
18,966722,4,1,2,True,True,False,False,False,False,False,False,False,False
42,598838,49,2,4,False,False,False,False,True,False,False,False,True,False
19,715956,59,1,3,True,False,True,False,False,False,False,True,False,False
47,687063,73,2,3,False,False,True,False,False,False,True,False,False,False
20,926546,68,1,4,False,False,False,True,False,False,False,True,False,False
38,1031633,71,3,4,False,False,False,False,False,False,False,True,False,False
42,451839,87,1,3,False,False,False,True,False,False,True,False,False,False
37,1225264,2,2,1,False,False,False,True,False,False,False,False,False,True
39,796860,49,3,3,True,False,False,True,False,False,False,False,False,True
38,1036642,88,2,3,True,False,False,True,False,False,False,False,False,False
50,587773,95,2,4,False,False,False,False,False,True,False,False,False,False
55,222499,31,2,3,False,False,False,False,False,True,False,False,False,True
32,826840,40,2,4,True,False,False,False,True,False,False,False,True,False
63,644844,48,2,4,True,False,True,False,False,False,False,True,False,False
32,686525,51,4,2,False,False,False,True,False,False,False,False,True,False
63,1071905,43,2,3,True,False,False,False,True,False,False,True,False,False
42,343704,98,2,1,False,False,True,False,False,False,False,False,False,True
38,885967,55,3,2,True,True,False,False,False,False,False,False,False,False
41,1340449,88,2,4,False,False,False,False,False,False,False,False,False,False
22,265756,49,1,4,True,False,False,False,False,True,False,False,True,False
23,640210,90,2,1,False,True,False,False,False,False,False,False,False,False
60,1443030,80,4,4,True,False,True,False,False,False,False,False,False,True
61,1370473,57,1,3,True,True,False,False,False,False,False,False,True,False
64,720082,77,2,2,False,False,False,False,False,False,False,True,False,False
40,499488,15,1,4,True,False,True,False,False,False,False,False,False,False
21,1243361,27,2,4,False,True,False,False,False,False,True,False,False,False
44,283791,68,1,1,True,False,False,False,False,True,False,False,False,False
35,903335,80,2,3,False,False,False,False,False,True,False,True,False,False
38,1381110,64,3,4,True,False,False,False,True,False,False,False,True,False
45,1330017,94,2,1,False,True,False,False,False,False,False,True,False,False
52,1486188,30,2,4,True,False,False,True,False,False,True,False,False,False
39,633797,36,3,1,False,True,False,False,False,False,False,False,False,True
57,1480020,67,4,1,True,False,True,False,False,False,False,False,False,False
40,1188793,86,1,3,False,False,True,False,False,False,False,False,True,False
20,1000607,86,2,4,False,True,False,False,False,False,False,False,False,True
57,337263,49,1,3,False,False,False,False,False,False,False,True,False,False
27,545578,76,4,1,True,False,False,False,False,True,False,False,True,False
42,1102153,55,4,2,False,False,True,False,False,False,False,False,False,True
25,247645,85,2,4,True,False,False,False,False,True,False,False,True,False
28,439608,56,3,2,False,False,True,False,False,False,True,False,False,False
22,747571,68,2,4,True,False,False,False,True,False,True,False,False,False
62,549115,95,2,3,False,False,False,True,False,False,False,False,False,False
54,302780,44,1,3,True,False,True,False,False,False,False,False,False,False
62,1017166,31,3,3,True,False,False,False,False,True,True,False,False,False
55,1249091,58,1,3,False,False,False,False,True,False,False,False,True,False
46,1053159,87,3,3,True,False,True,False,False,False,True,False,False,False
22,1095596,53,3,2,True,False,False,False,False,False,False,False,False,False
26,533977,84,3,3,False,False,False,True,False,False,True,False,False,False
19,783043,79,1,1,True,False,True,False,False,False,True,False,False,False
18,708175,23,2,1,True,False,False,False,True,False,False,False,True,False
57,1322446,28,1,2,True,False,False,False,False,False,False,False,False,True
47,1385656,16,2,4,False,True,False,False,False,False,False,False,False,False
28,296502,37,1,1,True,False,False,False,True,False,False,False,True,False
45,790611,21,4,4,False,False,False,False,True,False,True,False,False,False
61,632206,79,2,2,True,False,False,False,False,False,True,False,False,False
29,937902,17,2,4,True,False,False,False,True,False,False,False,False,True
56,891804,37,2,4,True,False,False,False,False,False,False,False,False,False
43,628556,77,2,4,False,False,True,False,False,False,False,False,False,False
30,535468,19,2,4,True,False,False,False,False,False,False,True,False,False
25,680350,30,2,2,True,False,False,False,False,False,False,False,False,False
45,696232,45,4,1,False,False,False,True,False,False,False,False,False,True
47,731821,18,2,3,True,False,False,False,False,False,False,True,False,False
26,1075817,78,4,4,False,False,False,False,False,False,False,True,False,False
56,1166540,62,3,1,False,True,False,False,False,False,True,False,False,False
48,450231,36,1,1,True,False,True,False,False,False,True,False,False,False
38,1261516,100,4,2,False,False,False,True,False,False,False,False,False,False
64,580171,84,1,1,True,True,False,False,False,False,False,True,False,False
51,741220,52,3,2,False,False,False,False,False,True,True,False,False,False
48,1474953,19,2,4,False,False,True,False,False,False,False,False,False,True
42,650043,44,3,4,True,False,True,False,False,False,True,False,False,False
29,1178935,7,3,3,False,False,False,False,False,True,True,False,False,False
18,1273224,44,3,3,False,False,False,False,False,False,False,True,False,False
39,1230451,68,3,3,False,True,False,False,False,False,False,True,False,False
57,232966,34,2,1,False,False,False,False,True,False,False,False,True,False
54,620993,66,1,4,False,False,False,True,False,False,False,False,False,True
64,363639,69,2,2,True,False,False,False,True,False,False,True,False,False
18,446331,55,1,3,False,False,False,False,False,True,False,False,False,False
18,1134678,10,2,2,True,False,True,False,False,False,False,False,False,True
59,1291174,96,2,2,False,False,True,False,False,False,False,False,False,True
59,390271,42,4,3,True,False,False,True,False,False,False,True,False,False
38,607014,41,2,4,True,False,True,False,False,False,False,False,False,True
32,1182868,77,3,3,False,False,True,False,False,False,False,True,False,False
34,1047516,69,1,2,False,False,False,True,False,False,True,False,False,False
39,899597,10,3,3,False,True,False,False,False,False,False,False,True,False
55,855538,10,4,2,True,True,False,False,False,False,True,False,False,False
52,448004,91,2,2,False,False,False,True,False,False,False,True,False,False
62,1203510,60,2,3,True,False,False,False,False,True,False,True,False,False
33,217118,51,3,1,True,False,True,False,False,False,True,False,False,False
25,1271192,21,1,3,True,False,True,False,False,False,False,False,False,False
64,331870,8,2,1,False,False,False,False,False,True,False,False,False,False
34,202795,65,2,2,False,True,False,False,False,False,False,False,False,False
34,1346038,92,1,2,True,False,False,False,False,False,False,True,False,False
43,987163,78,2,1,True,False,False,False,False,False,False,False,False,True
30,1380777,85,1,2,False,False,False,False,False,False,False,True,False,False
34,359094,30,1,1,True,True,False,False,False,False,False,False,False,True
55,463749,85,1,1,False,True,False,False,False,False,True,False,False,False
34,1326082,49,4,2,True,False,False,False,False,True,False,False,True,False
31,964601,9,2,4,False,False,True,False,False,False,False,False,False,True
62,1292706,17,4,1,True,False,False,False,False,True,False,False,False,False
23,1146769,69,2,3,False,False,False,False,False,True,False,True,False,False
52,363402,58,2,3,True,True,False,False,False,False,True,False,False,False
63,1054901,57,2,2,False,False,False,False,False,False,False,False,False,False
31,1394835,62,2,4,False,False,False,False,True,False,True,False,False,False
64,619007,95,1,2,True,False,True,False,False,False,False,False,True,False
25,1450258,52,2,4,True,True,False,False,False,False,False,True,False,False
32,423034,61,1,1,False,False,False,False,False,False,False,True,False,False
44,709394,40,2,1,True,False,False,False,True,False,False,False,True,False
30,744061,38,2,1,False,False,False,False,True,False,False,True,False,False
48,990671,43,1,1,True,True,False,False,False,False,False,False,False,True
52,483007,63,1,3,False,False,False,True,False,False,True,False,False,False
23,513559,19,3,3,False,False,True,False,False,False,False,False,False,False
22,268968,100,2,2,False,False,False,False,True,False,False,False,True,False
39,693891,50,1,4,False,True,False,False,False,False,False,False,False,True
40,784718,33,4,1,False,True,False,False,False,False,False,False,False,False
42,1498648,13,1,1,False,False,False,False,False,False,False,False,False,False
51,201515,78,2,4,True,False,False,True,False,False,False,False,True,False
43,297206,97,4,4,True,False,True,False,False,False,False,False,False,True
64,445282,62,1,2,True,False,False,False,False,True,False,False,False,False
22,607821,93,1,4,False,False,False,False,False,False,False,False,False,False
43,1042672,43,1,1,False,False,False,False,True,False,False,False,False,True
37,205586,49,2,1,False,False,False,False,True,False,False,True,False,False
23,1218725,36,1,1,False,False,False,False,False,False,False,False,False,False
23,1108806,10,2,1,True,True,False,False,False,False,True,False,False,False
35,969565,95,1,1,True,False,False,False,True,False,False,False,False,True
21,744999,6,2,2,False,False,False,True,False,False,False,False,False,False
34,220039,57,4,1,True,False,True,False,False,False,False,False,True,False
31,406555,1,3,2,True,False,False,True,False,False,True,False,False,False
31,1198899,71,2,1,False,False,False,False,True,False,False,False,False,False
30,1468306,58,2,3,True,False,False,False,False,True,True,False,False,False
24,201577,91,2,3,False,False,True,False,False,False,True,False,False,False
61,307792,21,2,3,True,False,True,False,False,False,False,True,False,False
32,1145854,92,2,3,False,False,False,False,False,False,True,False,False,False
36,1487116,80,1,2,False,False,False,False,False,False,False,True,False,False
60,1151302,56,3,2,False,False,False,False,False,True,False,False,False,True
64,1477082,87,2,4,False,True,False,False,False,False,False,True,False,False
61,210785,20,1,1,True,False,True,False,False,False,False,False,True,False
52,1320803,54,2,3,False,False,False,False,False,True,False,False,False,False
34,1105112,25,2,2,False,False,False,False,False,False,False,False,False,True
52,1048389,28,3,1,False,False,False,False,False,False,False,False,False,True
36,1058326,5,3,1,True,False,True,False,False,False,False,False,True,False
37,1496517,21,3,2,False,False,False,True,False,False,False,True,False,False
53,350653,18,1,3,True,False,False,False,True,False,False,False,False,False
52,517336,47,2,4,False,False,False,False,False,False,False,True,False,False
49,463606,70,2,1,True,True,False,False,False,False,True,False,False,False
61,590992,57,1,4,True,True,False,False,False,False,False,True,False,False
57,1133015,93,1,3,False,False,False,False,False,False,False,False,False,True
41,424737,19,3,3,True,False,False,True,False,False,False,False,False,False
34,1094235,97,1,4,False,False,False,True,False,False,False,True,False,False
24,843970,65,2,3,False,False,False,False,False,True,False,False,False,False
60,586213,3,1,1,False,True,False,False,False,False,False,False,False,False
18,1303036,42,1,4,True,False,False,False,False,True,True,False,False,False
52,599437,21,1,3,True,True,False,False,False,False,True,False,False,False
49,616690,99,4,4,False,False,False,False,True,False,False,False,False,True
53,1223577,40,3,1,False,False,False,False,True,False,False,False,True,False
30,1363951,67,4,3,True,False,True,False,False,False,False,False,False,False
23,1099092,25,2,1,False,False,False,False,False,True,False,False,True,False
31,352117,55,1,3,False,False,False,False,False,False,False,False,False,True
54,1077751,84,2,2,False,False,False,False,False,True,False,False,False,False
32,1365158,52,2,3,True,False,False,False,False,False,False,False,False,False
64,1122426,44,3,4,True,False,False,True,False,False,False,False,True,False
21,878066,98,1,3,True,False,False,False,False,True,False,True,False,False
57,252949,85,2,1,False,False,False,True,False,False,True,False,False,False
33,663930,56,1,1,False,False,False,False,True,False,False,True,False,False
45,295558,55,2,3,False,False,False,False,True,False,False,False,True,False
33,1209260,87,3,4,True,False,True,False,False,False,True,False,False,False
21,989148,70,2,2,False,False,False,False,False,True,False,True,False,False
62,1396222,77,2,4,False,False,False,True,False,False,True,False,False,False
43,917186,87,2,2,False,False,False,False,False,False,False,False,False,False
45,271916,73,2,1,False,False,False,False,True,False,False,True,False,False
49,972378,81,3,4,True,False,False,False,True,False,True,False,False,False
62,1323270,66,3,2,True,False,False,False,False,False,True,False,False,False
19,613867,19,4,3,False,False,False,True,False,False,True,False,False,False
48,1055126,83,3,1,True,False,False,True,False,False,False,True,False,False
20,1229242,7,2,3,True,False,False,False,False,True,False,False,False,True
25,270474,63,2,1,False,False,False,False,False,True,False,True,False,False
41,550068,42,2,4,False,True,False,False,False,False,False,False,True,False
32,1191921,42,1,4,True,True,False,False,False,False,False,True,False,False
60,926499,59,3,1,False,False,True,False,False,False,True,False,False,False
48,1021412,20,1,1,True,False,False,False,True,False,False,False,False,False
26,1303546,73,4,1,False,False,False,False,False,True,False,True,False,False
56,841232,17,2,4,True,False,False,True,False,False,False,True,False,False
62,604911,27,2,2,False,False,False,False,False,False,True,False,False,False
19,611012,47,2,3,True,False,False,True,False,False,False,False,False,False
25,1422191,2,3,3,True,False,False,False,True,False,False,False,False,False
24,1369070,63,2,4,True,True,False,False,False,False,False,False,True,False
61,371277,62,2,3,False,False,False,True,False,False,False,True,False,False
56,691966,100,1,1,True,False,True,False,False,False,False,False,False,False
59,496303,19,2,2,True,False,False,False,True,False,False,False,False,False
33,1260092,17,1,3,False,True,False,False,False,False,False,False,False,True
52,1015518,69,3,2,False,False,False,False,False,False,False,False,False,True
47,383163,39,2,1,True,True,False,False,False,False,False,False,False,False
27,1376599,82,2,3,True,False,True,False,False,False,False,False,True,False
55,572339,71,1,4,False,False,False,False,True,False,False,False,False,False
35,1427414,81,1,2,False,False,False,False,False,False,True,False,False,False
22,1025169,39,3,1,False,False,True,False,False,False,False,True,False,False
46,471409,36,1,2,False,True,False,False,False,False,False,False,True,False
56,838453,40,1,3,False,False,True,False,False,False,True,False,False,False
51,843789,45,1,3,True,False,False,False,True,False,False,False,True,False
60,694670,4,4,4,False,False,False,False,False,True,True,False,False,False
62,1001818,25,3,1,True,False,True,False,False,False,False,True,False,False
40,1023857,69,2,1,True,False,True,False,False,False,False,True,False,False
22,321635,30,1,4,True,True,False,False,False,False,False,False,False,True
47,898614,76,2,4,False,True,False,False,False,False,True,False,False,False
23,420935,68,3,1,True,False,False,False,False,False,False,False,False,True
63,1302210,88,2,2,True,True,False,False,False,False,True,False,False,False
61,1204221,29,1,2,False,False,False,True,False,False,False,False,False,True
21,903022,73,1,4,True,False,False,False,True,False,False,True,False,False
46,1073420,68,1,2,True,False,False,False,True,False,False,False,True,False
40,692503,51,2,1,False,False,False,False,False,True,False,False,False,True
23,418599,24,3,3,True,False,False,False,False,True,True,False,False,False
49,437919,14,1,3,True,False,False,False,True,False,True,False,False,False
59,668668,69,1,2,True,False,False,False,False,True,False,True,False,False
35,603359,18,1,4,False,False,False,False,False,False,True,False,False,False
32,1028416,42,4,4,False,True,False,False,False,False,False,False,False,False
57,241505,57,1,4,False,False,False,False,True,False,False,False,True,False
49,1351054,83,3,4,True,False,False,False,False,True,False,False,False,True
26,1311275,12,2,4,True,False,False,False,True,False,False,False,True,False
54,1144461,82,2,2,False,False,False,True,False,False,False,True,False,False
27,1100444,17,1,3,True,False,True,False,False,False,False,False,False,True
37,354721,30,1,3,True,True,False,False,False,False,False,False,False,True
23,1210165,88,2,2,False,False,False,False,True,False,False,False,False,False
20,1021190,75,3,4,False,False,True,False,False,False,False,True,False,False
59,336668,99,2,2,True,False,False,False,False,True,True,False,False,False
28,478518,23,2,3,True,False,True,False,False,False,False,False,False,False
60,842974,81,1,1,True,True,False,False,False,False,False,False,False,False
34,1007461,1,4,2,False,False,False,False,True,False,False,False,True,False
49,808269,79,3,4,False,False,False,True,False,False,False,False,True,False
21,1362586,32,1,3,False,False,False,False,False,True,False,False,True,False
21,723472,9,4,3,False,False,False,False,True,False,False,False,False,False
34,606884,15,2,3,True,True,False,False,False,False,True,False,False,False
58,459021,28,2,3,False,False,False,False,False,True,False,False,False,True
36,347032,24,3,4,False,False,False,False,False,False,False,False,True,False
22,850807,60,3,1,False,False,True,False,False,False,True,False,False,False
49,1391005,35,2,3,False,True,False,False,False,False,False,True,False,False
39,657820,86,1,2,False,False,False,False,False,False,False,False,True,False
23,1089171,27,2,1,True,False,False,False,True,False,False,False,False,True
52,477948,83,4,3,True,False,False,True,False,False,False,True,False,False
39,1233237,76,1,1,False,False,False,False,False,True,False,True,False,False
18,359204,20,2,2,True,False,True,False,False,False,False,False,False,True
37,1123953,65,2,3,False,False,False,False,False,True,False,False,True,False
39,1087935,85,2,2,False,False,False,False,True,False,False,False,False,False
28,305072,49,2,4,True,False,False,False,False,True,False,False,False,True
30,864490,1,4,3,True,False,True,False,False,False,False,False,False,True
59,289360,10,1,3,False,False,False,False,True,False,False,False,False,True
20,262287,47,1,3,False,False,False,False,False,True,False,True,False,False
26,1486585,59,1,3,False,False,False,True,False,False,True,False,False,False
29,907062,96,3,4,True,True,False,False,False,False,False,False,False,False
40,892353,62,2,3,False,False,False,False,True,False,False,False,True,False
31,887235,86,1,1,False,True,False,False,False,False,False,False,True,False
50,970644,18,3,3,False,False,False,False,True,False,True,False,False,False
35,861414,46,3,4,True,False,False,True,False,False,False,False,False,True
58,430881,32,3,3,False,True,False,False,False,False,False,False,False,False
26,1355933,27,4,1,False,False,False,False,False,False,False,False,True,False
40,407440,92,1,4,True,False,True,False,False,False,False,False,True,False
27,753958,18,3,4,False,False,False,False,False,False,False,False,False,True
36,1074820,39,2,1,False,False,False,False,False,True,True,False,False,False
64,1407955,49,3,1,True,False,False,True,False,False,False,False,False,False
22,968447,93,3,1,False,False,False,False,False,False,True,False,False,False
64,1446735,82,3,1,True,False,False,False,True,False,True,False,False,False
40,394152,44,2,1,True,False,False,False,False,True,False,False,False,False
47,803623,72,1,4,False,False,False,False,False,True,False,False,False,False
42,1012744,54,2,4,False,False,False,False,False,False,False,False,True,False
45,1222660,95,4,3,False,False,False,False,False,False,False,False,True,False
51,1315561,34,4,3,False,False,False,True,False,False,False,False,False,False
62,1175112,71,1,2,True,False,True,False,False,False,False,True,False,False
64,683178,36,1,3,False,False,False,False,False,False,False,False,True,False
42,1419925,18,1,3,True,False,False,False,False,False,False,True,False,False
27,755839,38,3,1,False,True,False,False,False,False,False,False,False,False
31,814101,59,3,1,False,False,False,False,True,False,False,False,True,False
59,649813,9,1,3,False,True,False,False,False,False,True,False,False,False
63,1258213,73,2,2,True,True,False,False,False,False,False,False,False,False
47,1153197,72,3,1,False,False,False,False,False,True,False,False,False,True
58,1127328,51,3,3,False,False,True,False,False,False,False,True,False,False
42,751238,35,2,3,False,False,False,False,True,False,False,False,False,False
31,616704,82,2,4,False,False,False,True,False,False,False,False,False,False
52,200215,5,2,2,True,False,False,True,False,False,False,False,True,False
51,567747,14,1,4,False,False,False,False,False,False,False,False,True,False
27,997955,92,2,2,True,False,False,False,False,False,False,False,True,False
52,1055121,30,2,1,True,False,False,True,False,False,False,False,False,True
28,1272410,4,3,2,True,False,False,False,False,False,False,False,True,False
28,1217375,39,2,3,True,False,True,False,False,False,False,False,False,False
38,472544,84,3,3,True,True,False,False,False,False,False,False,True,False
38,734633,64,1,2,True,False,False,False,False,False,True,False,False,False
39,1282472,25,2,2,False,False,False,False,False,True,False,False,True,False
62,1014661,28,1,2,True,False,False,False,False,False,False,False,False,True
24,710269,76,1,4,True,False,False,False,True,False,True,False,False,False
34,1122401,66,3,2,True,False,True,False,False,False,False,False,False,False
19,713622,78,4,1,False,False,False,False,True,False,False,False,False,False
29,1320113,22,1,4,False,False,False,False,True,False,False,True,False,False
59,597783,31,2,4,True,False,False,False,False,True,True,False,False,False
35,853936,23,3,2,False,False,True,False,False,False,False,True,False,False
28,1099084,48,1,1,True,False,True,False,False,False,True,False,False,False
33,670455,20,2,4,True,False,True,False,False,False,True,False,False,False
35,868689,38,3,3,False,False,True,False,False,False,False,False,False,True
52,432117,55,2,4,True,False,True,False,False,False,False,True,False,False
43,1461862,68,1,2,False,False,False,False,False,True,False,False,False,True
33,761340,79,2,1,False,False,False,False,False,False,True,False,False,False
23,650985,88,3,2,True,False,False,False,True,False,False,False,False,False
61,246032,89,2,3,True,False,True,False,False,False,True,False,False,False
60,704910,1,1,3,False,False,False,False,False,False,False,False,False,True
64,1206225,7,3,3,True,False,False,False,False,False,False,True,False,False
64,1063413,57,1,2,True,False,False,False,True,False,False,True,False,False
59,823090,95,3,4,True,False,False,False,False,True,False,False,False,True
29,1120313,12,1,2,False,False,False,True,False,False,False,True,False,False
30,1482913,5,4,1,False,False,False,True,False,False,False,False,True,False
21,1421433,50,2,4,True,False,False,False,False,False,False,False,False,False
56,629763,42,2,3,False,True,False,False,False,False,False,False,False,False
19,504962,12,1,2,False,True,False,False,False,False,False,False,False,False
43,541609,18,2,3,False,False,False,False,True,False,False,True,False,False
44,950887,66,3,3,False,False,False,True,False,False,False,True,False,False
44,837509,74,4,1,False,False,False,False,False,False,True,False,False,False
32,499477,79,2,4,True,False,False,False,False,True,True,False,False,False
25,1375033,94,2,1,True,False,False,True,False,False,False,False,False,False
24,1368451,17,3,1,True,False,False,False,False,False,False,False,True,False
64,1080432,68,3,1,False,False,False,False,False,False,True,False,False,False
63,666995,71,2,3,False,False,True,False,False,False,True,False,False,False
57,755889,62,2,1,True,False,False,False,False,True,False,True,False,False
29,1054378,41,2,1,False,False,True,False,False,False,False,False,True,False
30,828474,95,2,4,True,False,False,False,True,False,False,False,False,False
60,1049326,34,1,4,True,False,True,False,False,False,True,False,False,False
34,889995,70,2,1,True,False,True,False,False,False,False,False,True,False
34,1477623,45,2,4,False,False,False,True,False,False,False,False,True,False
53,292850,58,3,4,False,True,False,False,False,False,False,False,False,False
38,1096197,51,1,1,True,False,False,False,False,False,False,False,True,False
25,1442522,34,2,3,True,False,False,False,False,True,False,False,True,False
22,670949,44,2,1,True,False,True,False,False,False,False,False,True,False
43,1015943,15,2,4,True,False,False,False,False,True,True,False,False,False
33,1067392,78,1,3,False,True,False,False,False,False,False,False,False,False
53,1166325,70,2,2,False,True,False,False,False,False,False,False,True,False
45,1497776,50,2,3,True,False,True,False,False,False,False,False,True,False
46,925527,32,2,4,True,False,False,False,True,False,True,False,False,False
64,683410,67,2,3,False,False,True,False,False,False,False,False,False,False
29,1453179,3,2,1,False,False,False,True,False,False,False,True,False,False
54,934172,86,3,2,True,False,False,False,False,False,True,False,False,False
47,309779,86,1,2,True,False,False,False,True,False,False,False,False,False
40,1267133,74,3,2,True,False,True,False,False,False,False,False,True,False
33,1407708,51,2,4,False,False,False,False,False,True,False,False,False,False
31,652082,67,1,4,False,False,False,False,True,False,False,False,False,False
27,534248,76,1,2,False,False,False,False,True,False,False,False,False,False
24,861440,93,2,3,True,False,True,False,False,False,False,True,False,False
62,1393502,48,3,2,True,False,False,False,True,False,False,False,False,False
54,923055,17,3,3,False,False,False,False,False,True,False,True,False,False
46,1432630,7,3,3,False,True,False,False,False,False,False,False,True,False
20,765369,13,2,4,True,False,False,False,True,False,False,True,False,False
32,1121872,66,2,3,False,True,False,False,False,False,False,False,True,False
53,954981,4,1,2,False,False,False,False,False,True,False,False,True,False
64,581325,10,2,4,True,False,True,False,False,False,False,True,False,False
63,1013526,88,2,1,False,False,False,False,False,False,True,False,False,False
36,1163544,17,1,1,True,False,False,False,True,False,False,False,False,True
30,528910,52,1,4,True,False,False,False,False,False,False,False,False,False
59,1403639,6,2,2,True,False,False,False,False,True,False,False,False,True
38,883970,83,3,1,True,False,False,False,True,False,False,False,False,False
54,805751,69,4,1,True,True,False,False,False,False,False,False,False,False
44,673656,96,4,3,True,False,False,True,False,False,False,False,True,False
46,1158379,74,2,3,True,False,False,False,False,False,False,False,False,False
37,1274657,9,2,2,False,False,False,False,True,False,False,False,False,False
42,1272930,91,2,4,True,False,False,False,False,False,False,True,False,False
23,817585,77,3,2,True,False,False,False,True,False,False,False,False,True
53,1004732,83,1,4,False,False,True,False,False,False,False,True,False,False
19,1312960,21,2,1,False,True,False,False,False,False,False,False,False,False
39,1047324,24,3,3,False,False,False,False,False,False,False,False,True,False
49,235525,4,2,2,True,False,False,True,False,False,False,True,False,False
33,1144036,24,2,2,False,False,False,True,False,False,False,True,False,False
35,206464,59,2,4,True,False,False,False,False,True,True,False,False,False
22,575572,99,1,4,True,False,False,False,True,False,False,False,False,False
53,1361140,3,2,2,True,False,False,False,False,False,False,False,True,False
47,756922,68,2,4,True,False,False,False,False,True,False,True,False,False
62,394215,40,1,2,False,False,False,False,False,False,False,True,False,False
36,465039,48,1,2,False,False,False,False,True,False,False,False,True,False
40,1167241,54,3,2,True,False,False,True,False,False,False,False,False,False
51,304127,35,1,1,True,False,True,False,False,False,True,False,False,False
30,296426,95,2,4,True,False,False,True,False,False,False,True,False,False
60,1149520,56,1,3,False,False,False,False,False,True,True,False,False,False
46,1440952,89,4,3,True,True,False,False,False,False,False,False,False,True
53,1260538,40,1,4,True,False,True,False,False,False,False,False,False,False
39,233302,77,2,2,False,False,False,False,False,True,False,False,False,True
64,204011,68,3,3,False,False,False,False,True,False,False,False,False,True
53,219782,46,3,3,True,False,True,False,False,False,False,False,False,True
26,1447339,78,1,4,False,False,False,False,False,True,False,False,False,False
56,632941,13,3,3,False,False,False,False,True,False,False,False,False,False
36,1292035,27,2,2,True,False,False,True,False,False,False,False,True,False
55,811533,6,2,4,False,True,False,False,False,False,True,False,False,False
23,722829,17,1,2,True,False,False,False,True,False,True,False,False,False
64,803151,36,1,3,False,False,False,False,False,False,False,False,True,False
32,1109638,99,3,3,True,False,False,False,True,False,False,False,True,False
37,1281345,81,2,2,True,False,False,False,True,False,False,False,False,True
26,569673,2,2,1,True,True,False,False,False,False,False,False,True,False
49,1273276,77,3,3,False,False,False,False,False,False,False,True,False,False
21,1193931,52,3,1,True,False,False,False,False,True,True,False,False,False
35,431237,66,1,3,False,False,False,False,False,True,False,False,True,False
22,1108063,52,2,1,True,False,False,False,True,False,False,True,False,False
37,506024,92,1,1,True,False,False,False,False,False,False,True,False,False
40,314003,43,3,1,False,False,False,False,False,False,False,True,False,False
28,1387968,90,2,2,True,True,False,False,False,False,False,True,False,False
54,249589,22,4,1,True,False,False,True,False,False,False,False,False,True
39,450606,55,1,1,False,False,False,False,False,True,False,True,False,False
21,931636,67,1,1,True,True,False,False,False,False,False,False,False,True
46,760185,99,1,3,True,False,True,False,False,False,False,False,False,True
61,389637,60,1,1,True,False,False,False,False,True,False,True,False,False
51,886290,58,1,3,True,True,False,False,False,False,True,False,False,False
30,1462469,12,4,1,False,False,False,False,False,True,False,True,False,False
59,1319510,88,1,1,False,False,False,True,False,False,False,True,False,False
26,780118,69,1,2,True,False,True,False,False,False,False,True,False,False
59,467673,84,3,3,False,False,False,True,False,False,True,False,False,False
48,556742,39,2,1,True,False,True,False,False,False,False,False,False,False
24,957582,13,3,3,False,False,False,False,True,False,False,False,False,False
21,282987,41,1,3,True,True,False,False,False,False,False,False,False,True
36,1386585,57,2,4,True,False,True,False,False,False,False,False,False,True
59,764174,53,1,2,True,False,False,True,False,False,True,False,False,False
47,749567,12,1,2,True,False,False,False,False,True,False,False,True,False
48,631322,13,4,2,True,False,True,False,False,False,False,False,False,False
52,310776,74,1,4,True,True,False,False,False,False,False,False,False,True
38,568444,97,2,4,False,False,True,False,False,False,False,False,False,False
48,1362369,57,2,2,True,False,False,False,False,False,True,False,False,False
36,410809,40,2,4,False,False,False,False,False,True,True,False,False,False
48,1420192,80,3,4,True,True,False,False,False,False,False,False,True,False
49,1490838,45,1,4,False,True,False,False,False,False,False,False,True,False
19,733285,35,2,2,False,False,False,False,True,False,True,False,False,False
27,1354678,3,4,2,False,False,False,True,False,False,False,False,False,True
19,1072143,5,2,2,True,False,False,False,True,False,False,False,False,False
19,765148,90,4,4,True,True,False,False,False,False,False,True,False,False
41,1176974,11,1,2,False,False,False,False,False,True,False,False,True,False
34,837506,71,2,4,True,False,True,False,False,False,False,True,False,False
49,722070,56,1,1,False,False,True,False,False,False,False,False,False,True
33,307041,10,3,4,True,False,False,False,False,True,False,False,True,False
33,574368,34,4,3,False,True,False,False,False,False,False,True,False,False
63,525800,67,1,2,False,False,True,False,False,False,False,False,False,True
56,916438,72,2,2,True,False,True,False,False,False,False,False,False,False
48,681862,31,1,3,False,False,True,False,False,False,False,False,False,True
60,1324866,75,2,4,True,False,False,True,False,False,False,False,True,False
41,1305209,71,2,1,False,False,False,True,False,False,True,False,False,False
18,1369694,66,4,3,False,False,False,False,False,False,False,False,False,False
